25
25,25,-7
75,25,-7
125,25,-7
175,25,-7
225,25,-7
25,75,-7
75,75,-7
125,75,-7
175,75,-7
225,75,-7
25,125,-7
75,125,-7
125,125,-7
175,125,-7
225,125,-7
25,175,-7
75,175,-7
125,175,-7
175,175,-7
225,175,-7
25,225,-7
75,225,-7
125,225,-7
175,225,-7
225,225,-7
00000000000000077777777777777700000000000000000000
11111111111111111111111111111177777777777777711111
77777777777777711111111111111111111111111111111111
11111111111111177777777777777711111111111111111111
00000000000000000000000000000077777777777777700000
77777777777777711111111111111111111111111111111111
11111111111111177777777777777711111111111111111111
00000000000000000000000000000077777777777777700000
77777777777777711111111111111111111111111111111111
11111111111111177777777777777711111111111111111111
11111111111111111111111111111177777777777777711111
77777777777777711111111111111111111111111111111111
11111111111111177777777777777711111111111111111111
00000000000000000000000000000077777777777777700000
77777777777777700000000000000000000000000000000000
00000000000000077777777777777700000000000000000000
00000000000000000000000000000077777777777777700000
77777777777777711111111111111111111111111111111111
00000000000000077777777777777700000000000000000000
11111111111111111111111111111177777777777777711111
77777777777777711111111111111111111111111111111111
11111111111111177777777777777711111111111111111111
11111111111111111111111111111177777777777777711111
77777777777777711111111111111111111111111111111111
00000000000000077777777777777700000000000000000000
32
-12.3304,-24.1748,1,7
-14.2537,-25.9065,1,7
-12.5022,-23.7028,1,7
-13.2856,-26.0494,1,7
-10.0383,-24.5378,1,7
-12.27,-23.6829,1,7
-13.4658,-26.1414,1,7
15.1836,-21.1582,2,7
16.7492,-23.1621,2,7
16.4972,-18.883,2,7
16.6337,-21.3363,2,7
15.9229,-20.6211,2,7
14.5179,-20.7892,1,7
16.0765,-22.1854,2,7
-2.68187,-19.8732,1,7
-2.81819,-18.3151,1,7
-3.31291,-21.607,1,7
-1.78626,-19.9358,1,7
-0.0199461,-19.7802,1,7
-2.63667,-19.6606,1,7
-4.0229,-19.0674,1,7
-2.49584,5.4725,0,0
-2.10024,6.69004,0,0
-2.10034,7.3332,0,0
-3.3618,4.28061,0,0
-3.23329,7.88458,0,0
-3.09504,6.51035,0,0
-5.38235,6.19219,0,0
7.15304,-1.91665,0,0
4.18761,15.6284,1,7
-20.3881,5.46297,1,7
-2.20819,-13.9419,1,7
32
-8.05989,-24.962,1,7
-6.69938,-26.421,1,7
-10.2699,-24.8848,1,7
-8.23591,-23.2873,1,7
-8.04668,-25.3403,1,7
-10.04,-24.4683,1,7
-6.84914,-24.7918,1,7
-18.1375,-13.6762,2,7
-20.9652,-13.6268,2,7
-18.2838,-15.7678,2,7
-18.0018,-14.9672,2,7
-19.4669,-15.5748,2,7
-17.675,-13.0624,2,7
-18.7317,-15.7486,2,7
-10.7026,-1.18775,0,7
-10.8394,-1.30664,0,7
-11.2385,-1.89895,0,7
-11.443,1.57537,0,7
-10.1164,-3.10509,0,7
-9.17729,-1.34807,0,1
-9.03082,-1.69887,0,1
10.7693,-16.475,1,7
10.8474,-16.4281,1,7
9.21955,-15.0298,1,7
11.2715,-15.5305,1,7
8.31692,-16.4322,1,7
10.6643,-16.0204,1,7
11.6638,-18.4841,1,7
-4.11552,-11.9523,1,7
5.89318,5.12286,0,1
-0.840699,-3.37186,0,1
4.73546,6.76294,0,1
32
10.741,14.8252,1,7
10.2524,15.3873,1,7
11.0779,16.0826,1,7
9.41936,17.0248,1,7
12.6801,16.3402,1,7
9.44941,14.0181,1,7
11.0149,16.1139,1,7
6.81483,-13.0914,1,7
6.52712,-12.9185,1,7
6.07062,-13.1434,1,7
6.62657,-12.3363,1,7
6.73445,-10.7897,1,7
8.19247,-14.1677,1,7
6.81336,-13.0821,1,7
6.15559,-12.1075,1,7
6.16523,-12.1242,1,7
7.49535,-9.58778,0,7
4.47727,-12.2839,1,7
4.34052,-11.9806,1,7
6.1106,-11.5932,1,7
6.17267,-12.141,1,7
20.1463,16.9153,2,7
19.9008,17.2659,2,7
21.1901,16.3603,2,7
20.8527,16.8783,2,7
20.6093,16.5911,2,7
23.0379,17.4252,2,7
18.5725,15.0397,2,7
-6.16846,13.2283,1,7
1.69597,-1.32504,0,1
-12.5666,-10.5446,1,7
0.889342,-2.09516,0,1
32
20.917,-18.3511,2,7
21.018,-18.1344,2,7
19.8815,-17.9742,2,7
20.226,-16.7232,2,7
21.8438,-19.345,2,7
20.9543,-18.3718,2,7
21.9916,-20.4602,2,7
14.9252,-6.54231,1,7
14.8006,-5.65603,1,7
12.5038,-6.50004,1,7
14.8773,-6.55248,1,7
13.8915,-4.10718,1,7
13.6656,-6.22825,1,7
14.2364,-6.66377,1,7
-5.68149,15.7504,1,7
-6.52627,15.7799,1,7
-5.66541,15.6859,1,7
-7.28387,15.4679,1,7
-4.91412,14.6127,1,7
-4.66704,16.5148,1,7
-6.10164,16.4228,1,7
-16.3587,-1.83968,1,7
-18.7452,-2.04847,2,7
-16.8814,0.424276,1,7
-16.8802,-2.00913,1,7
-13.4537,-1.99193,1,7
-18.5972,-1.91785,2,7
-16.3643,-1.88507,1,7
-9.12163,-20.4875,1,7
-1.92271,-4.75887,0,1
-15.5931,-19.2559,2,7
-5.67301,-21.172,1,7
32
-11.2319,20.6645,2,7
-13.5557,21.9001,2,7
-10.9008,20.0146,2,7
-9.20162,22.4926,2,7
-11.1136,20.6238,2,7
-11.2044,22.2401,2,7
-12.1594,20.1919,2,7
18.5411,1.22163,1,7
18.585,1.27588,1,7
18.1329,1.25735,1,7
18.362,3.26892,1,7
19.6639,2.95057,1,7
